fund,date,asset,weight
Combined Max-Sharpe,2023-10-02,CMCSA,0.0
Combined Max-Sharpe,2023-10-02,COP,3.0343235908099647e-16
Combined Max-Sharpe,2023-10-02,CVX,0.0
Combined Max-Sharpe,2023-10-02,D,0.0
Combined Max-Sharpe,2023-10-02,DD,0.0
Combined Max-Sharpe,2023-10-02,DIS,0.0
Combined Max-Sharpe,2023-10-02,DOW,0.0
Combined Max-Sharpe,2023-10-02,DUK,4.113856758871516e-16
Combined Max-Sharpe,2023-10-02,EA,8.667279169648305e-16
Combined Max-Sharpe,2023-10-02,EOS-USD,0.0
Combined Max-Sharpe,2023-10-02,ETC-USD,0.02456486082828359
Combined Max-Sharpe,2023-10-02,ETH-USD,0.021447053329973577
Combined Max-Sharpe,2023-10-02,GE,0.0
Combined Max-Sharpe,2023-10-02,GILD,0.0
Combined Max-Sharpe,2023-10-02,GS,0.0
Combined Max-Sharpe,2023-10-02,INTC,4.112406540711617e-16
Combined Max-Sharpe,2023-10-02,KO,4.0776502031922334e-16
Combined Max-Sharpe,2023-10-02,LTC-USD,0.0
Combined Max-Sharpe,2023-10-02,MMM,1.6736383347263396e-16
Combined Max-Sharpe,2023-10-02,MRK,0.0
Combined Max-Sharpe,2023-10-02,MS,7.62391631367581e-17
Combined Max-Sharpe,2023-10-02,NEE,1.2934488027515353e-16
Combined Max-Sharpe,2023-10-02,NEM,1.2655755341940252e-17
Combined Max-Sharpe,2023-10-02,NKE,0.0
Combined Max-Sharpe,2023-10-02,NUE,0.13662994548124868
Combined Max-Sharpe,2023-10-02,NVDA,0.31444373543335724
Combined Max-Sharpe,2023-10-02,O,0.0
Combined Max-Sharpe,2023-10-02,OXY,0.0
Combined Max-Sharpe,2023-10-02,PLD,0.0
Combined Max-Sharpe,2023-10-02,PSA,3.2087898786316877e-16
Combined Max-Sharpe,2023-10-02,QCOM,2.914656721399855e-16
Combined Max-Sharpe,2023-10-02,SBUX,0.0
Combined Max-Sharpe,2023-10-02,SHW,0.0
Combined Max-Sharpe,2023-10-02,SLB,0.0
Combined Max-Sharpe,2023-10-02,SO,0.0
Combined Max-Sharpe,2023-10-02,T,0.0
Combined Max-Sharpe,2023-10-02,TMUS,5.156373395997973e-16
Combined Max-Sharpe,2023-10-02,TRX-USD,0.07397953872657534
Combined Max-Sharpe,2023-10-02,TTWO,1.8143632127032886e-16
Combined Max-Sharpe,2023-10-02,UPS,0.0
Combined Max-Sharpe,2023-10-02,USB,0.0
Combined Max-Sharpe,2023-10-02,V,5.625755716035321e-17
Combined Max-Sharpe,2023-10-02,WFC,0.0
Combined Max-Sharpe,2023-10-02,WMT,8.11100512612565e-16
Combined Max-Sharpe,2023-10-02,XLM-USD,0.0
Combined Max-Sharpe,2023-10-02,XOM,0.05336225351315448
Combined Max-Sharpe,2023-10-02,XRP-USD,0.02202782204591687
Combined Max-Sharpe,2023-11-01,ABBV,0.32877999869863245
Combined Max-Sharpe,2023-11-01,ABT,0.0
Combined Max-Sharpe,2023-11-01,ADA-USD,9.57938244102429e-17
Combined Max-Sharpe,2023-11-01,ADBE,0.0
Combined Max-Sharpe,2023-11-01,AEP,0.0
Combined Max-Sharpe,2023-11-01,AMD,1.1560113408951021e-15
Combined Max-Sharpe,2023-11-01,AMGN,4.1656392890098107e-16
Combined Max-Sharpe,2023-11-01,AMT,1.8895866210041743e-16
Combined Max-Sharpe,2023-11-01,BA,2.207076591867273e-15
Combined Max-Sharpe,2023-11-01,BCH-USD,4.981479634234794e-16
Combined Max-Sharpe,2023-11-01,BTC-USD,0.0561322810708207
Combined Max-Sharpe,2023-11-01,CAT,0.0
Combined Max-Sharpe,2023-11-01,CCI,0.0
Combined Max-Sharpe,2023-11-01,CMCSA,1.5367523032613288e-16
Combined Max-Sharpe,2023-11-01,COP,0.0
Combined Max-Sharpe,2023-11-01,CVX,0.0
Combined Max-Sharpe,2023-11-01,D,0.0
Combined Max-Sharpe,2023-11-01,DD,0.0
Combined Max-Sharpe,2023-11-01,DIS,7.044515620057434e-16
Combined Max-Sharpe,2023-11-01,DOW,0.0
Combined Max-Sharpe,2023-11-01,DUK,0.0
Combined Max-Sharpe,2023-11-01,EA,0.0
Combined Max-Sharpe,2023-11-01,EOS-USD,8.008883723805563e-16
Combined Max-Sharpe,2023-11-01,ETC-USD,0.01670983466024674
Combined Max-Sharpe,2023-11-01,ETH-USD,1.1218857792552487e-16
Combined Max-Sharpe,2023-11-01,GE,0.0
Combined Max-Sharpe,2023-11-01,GILD,0.03293226058798152
Combined Max-Sharpe,2023-11-01,GS,0.0
Combined Max-Sharpe,2023-11-01,INTC,0.0
Combined Max-Sharpe,2023-11-01,KO,0.0
Combined Max-Sharpe,2023-11-01,LTC-USD,4.775358211672761e-16
Combined Max-Sharpe,2023-11-01,MMM,0.0
Combined Max-Sharpe,2023-11-01,MRK,0.0
Combined Max-Sharpe,2023-11-01,MS,0.0
Combined Max-Sharpe,2023-11-01,NEE,1.145593012585835e-16
Combined Max-Sharpe,2023-11-01,NEM,0.0
Combined Max-Sharpe,2023-11-01,NKE,0.0
Combined Max-Sharpe,2023-11-01,NUE,0.13738037418848056
Combined Max-Sharpe,2023-11-01,NVDA,0.30694007880429885
Combined Max-Sharpe,2023-11-01,O,0.0
Combined Max-Sharpe,2023-11-01,OXY,0.015941877809903495
Combined Max-Sharpe,2023-11-01,PLD,0.0
Combined Max-Sharpe,2023-11-01,PSA,0.0
Combined Max-Sharpe,2023-11-01,QCOM,0.0
Combined Max-Sharpe,2023-11-01,SBUX,0.0
Combined Max-Sharpe,2023-11-01,SHW,0.0
Combined Max-Sharpe,2023-11-01,SLB,0.0
Combined Max-Sharpe,2023-11-01,SO,0.0
Combined Max-Sharpe,2023-11-01,T,1.4564831337388586e-17
Combined Max-Sharpe,2023-11-01,TMUS,0.0
Combined Max-Sharpe,2023-11-01,TRX-USD,0.07533435638390254
Combined Max-Sharpe,2023-11-01,TTWO,7.582816388000936e-17
Combined Max-Sharpe,2023-11-01,UPS,0.0
Combined Max-Sharpe,2023-11-01,USB,1.9482792204643807e-16
Combined Max-Sharpe,2023-11-01,V,1.2504523952791934e-17
Combined Max-Sharpe,2023-11-01,WFC,1.568788545155621e-16
Combined Max-Sharpe,2023-11-01,WMT,0.0
Combined Max-Sharpe,2023-11-01,XLM-USD,3.974119769839527e-18
Combined Max-Sharpe,2023-11-01,XOM,0.0
Combined Max-Sharpe,2023-11-01,XRP-USD,0.029848937795725814
Combined Max-Sharpe,2023-12-01,ABBV,0.32038328379797476
Combined Max-Sharpe,2023-12-01,ABT,0.0
Combined Max-Sharpe,2023-12-01,ADA-USD,7.61807635387894e-17
Combined Max-Sharpe,2023-12-01,ADBE,4.914876292563527e-16
Combined Max-Sharpe,2023-12-01,AEP,0.0
Combined Max-Sharpe,2023-12-01,AMD,1.0887523775004449e-16
Combined Max-Sharpe,2023-12-01,AMGN,0.0
Combined Max-Sharpe,2023-12-01,AMT,5.86004456104237e-16
Combined Max-Sharpe,2023-12-01,BA,1.1730473508165768e-15
Combined Max-Sharpe,2023-12-01,BCH-USD,7.299428647171184e-16
Combined Max-Sharpe,2023-12-01,BTC-USD,0.06879566287157914
Combined Max-Sharpe,2023-12-01,CAT,1.7957325530096156e-16
Combined Max-Sharpe,2023-12-01,CCI,2.3581772297955073e-16
Combined Max-Sharpe,2023-12-01,CMCSA,4.673733721803539e-16
Combined Max-Sharpe,2023-12-01,COP,0.0
Combined Max-Sharpe,2023-12-01,CVX,0.0
Combined Max-Sharpe,2023-12-01,D,0.0
Combined Max-Sharpe,2023-12-01,DD,4.451194079060399e-16
Combined Max-Sharpe,2023-12-01,DIS,2.1292922514862478e-16
Combined Max-Sharpe,2023-12-01,DOW,1.445174511107742e-16
Combined Max-Sharpe,2023-12-01,DUK,0.0
Combined Max-Sharpe,2023-12-01,EA,0.0
Combined Max-Sharpe,2023-12-01,EOS-USD,9.894268486889348e-16
Combined Max-Sharpe,2023-12-01,ETC-USD,0.017130200638597708
Combined Max-Sharpe,2023-12-01,ETH-USD,0.004522199849068415
Combined Max-Sharpe,2023-12-01,GE,0.0
Combined Max-Sharpe,2023-12-01,GILD,0.0
Combined Max-Sharpe,2023-12-01,GS,0.0
Combined Max-Sharpe,2023-12-01,INTC,2.0429396247938368e-16
Combined Max-Sharpe,2023-12-01,KO,0.0
Combined Max-Sharpe,2023-12-01,LTC-USD,0.0
Combined Max-Sharpe,2023-12-01,MMM,0.0
Combined Max-Sharpe,2023-12-01,MRK,0.0
Combined Max-Sharpe,2023-12-01,MS,0.0
Combined Max-Sharpe,2023-12-01,NEE,0.0
Combined Max-Sharpe,2023-12-01,NEM,0.0
Combined Max-Sharpe,2023-12-01,NKE,2.494065534383431e-16
Combined Max-Sharpe,2023-12-01,NUE,0.18467832645190962
Combined Max-Sharpe,2023-12-01,NVDA,0.3214777885562498
Combined Max-Sharpe,2023-12-01,O,5.965663222104104e-16
Combined Max-Sharpe,2023-12-01,OXY,2.7660714282053913e-16
Combined Max-Sharpe,2023-12-01,PLD,0.0
Combined Max-Sharpe,2023-12-01,PSA,6.58508930440085e-17
Combined Max-Sharpe,2023-12-01,QCOM,2.361032690357265e-16
Combined Max-Sharpe,2023-12-01,SBUX,2.8203624366123454e-16
Combined Max-Sharpe,2023-12-01,SHW,0.0
Combined Max-Sharpe,2023-12-01,SLB,0.0
Combined Max-Sharpe,2023-12-01,SO,0.0
Combined Max-Sharpe,2023-12-01,T,0.0
Combined Max-Sharpe,2023-12-01,TMUS,0.0
Combined Max-Sharpe,2023-12-01,TRX-USD,0.06723853309447092
Combined Max-Sharpe,2023-12-01,TTWO,0.0
Combined Max-Sharpe,2023-12-01,UPS,0.0
Combined Max-Sharpe,2023-12-01,USB,0.0
Combined Max-Sharpe,2023-12-01,V,1.3555815532581648e-16
Combined Max-Sharpe,2023-12-01,WFC,5.655262605365174e-16
Combined Max-Sharpe,2023-12-01,WMT,0.0
Combined Max-Sharpe,2023-12-01,XLM-USD,3.628439933062443e-16
Combined Max-Sharpe,2023-12-01,XOM,0.0
Combined Max-Sharpe,2023-12-01,XRP-USD,0.01577400474014085
Combined Mean-CVaR,2021-01-04,ABBV,0.0
Combined Mean-CVaR,2021-01-04,ABT,0.0
Combined Mean-CVaR,2021-01-04,ADA-USD,0.0
Combined Mean-CVaR,2021-01-04,ADBE,0.0
Combined Mean-CVaR,2021-01-04,AEP,0.0
Combined Mean-CVaR,2021-01-04,AMD,0.0
Combined Mean-CVaR,2021-01-04,AMGN,0.0
Combined Mean-CVaR,2021-01-04,AMT,0.0
Combined Mean-CVaR,2021-01-04,BA,0.0
Combined Mean-CVaR,2021-01-04,BCH-USD,0.0
Combined Mean-CVaR,2021-01-04,BTC-USD,0.0
Combined Mean-CVaR,2021-01-04,CAT,0.0
Combined Mean-CVaR,2021-01-04,CCI,0.0
Combined Mean-CVaR,2021-01-04,CMCSA,0.0
Combined Mean-CVaR,2021-01-04,COP,0.0
Combined Mean-CVaR,2021-01-04,CVX,0.0
Combined Mean-CVaR,2021-01-04,D,0.0
Combined Mean-CVaR,2021-01-04,DD,0.0
Combined Mean-CVaR,2021-01-04,DIS,0.0
Combined Mean-CVaR,2021-01-04,DOW,0.0
Combined Mean-CVaR,2021-01-04,DUK,0.0
Combined Mean-CVaR,2021-01-04,EA,0.0
Combined Mean-CVaR,2021-01-04,EOS-USD,0.0
Combined Mean-CVaR,2021-01-04,ETC-USD,0.0
Combined Mean-CVaR,2021-01-04,ETH-USD,0.0
Combined Mean-CVaR,2021-01-04,GE,0.0
Combined Mean-CVaR,2021-01-04,GILD,0.0
Combined Mean-CVaR,2021-01-04,GS,0.0
Combined Mean-CVaR,2021-01-04,INTC,0.0
Combined Mean-CVaR,2021-01-04,KO,0.0
Combined Mean-CVaR,2021-01-04,LTC-USD,0.0
Combined Mean-CVaR,2021-01-04,MMM,0.0
Combined Mean-CVaR,2021-01-04,MRK,0.3412282057300286
Combined Mean-CVaR,2021-01-04,MS,0.0
Combined Mean-CVaR,2021-01-04,NEE,0.0
Combined Mean-CVaR,2021-01-04,NEM,0.1771514357821243
Combined Mean-CVaR,2021-01-04,NKE,0.0
Combined Mean-CVaR,2021-01-04,NUE,0.0
Combined Mean-CVaR,2021-01-04,NVDA,0.0
Combined Mean-CVaR,2021-01-04,O,0.0
Combined Mean-CVaR,2021-01-04,OXY,0.0
Combined Mean-CVaR,2021-01-04,PLD,0.0
Combined Mean-CVaR,2021-01-04,PSA,0.0
Combined Mean-CVaR,2021-01-04,QCOM,0.0
Combined Mean-CVaR,2021-01-04,SBUX,0.0
Combined Mean-CVaR,2021-01-04,SHW,0.0
Combined Mean-CVaR,2021-01-04,SLB,0.0
Combined Mean-CVaR,2021-01-04,SO,0.0
Combined Mean-CVaR,2021-01-04,T,0.0
Combined Mean-CVaR,2021-01-04,TMUS,0.0
Combined Mean-CVaR,2021-01-04,TRX-USD,0.0
Combined Mean-CVaR,2021-01-04,TTWO,0.04825215634804263
Combined Mean-CVaR,2021-01-04,UPS,0.0
Combined Mean-CVaR,2021-01-04,USB,0.0
Combined Mean-CVaR,2021-01-04,V,0.0
Combined Mean-CVaR,2021-01-04,WFC,0.0
Combined Mean-CVaR,2021-01-04,WMT,0.4333682021398044
Combined Mean-CVaR,2021-01-04,XLM-USD,0.0
Combined Mean-CVaR,2021-01-04,XOM,0.0
Combined Mean-CVaR,2021-01-04,XRP-USD,0.0
Combined Mean-CVaR,2021-02-01,ABBV,0.0
Combined Mean-CVaR,2021-02-01,ABT,0.0
Combined Mean-CVaR,2021-02-01,ADA-USD,0.0
Combined Mean-CVaR,2021-02-01,ADBE,0.0
Combined Mean-CVaR,2021-02-01,AEP,0.0
Combined Mean-CVaR,2021-02-01,AMD,0.0
Combined Mean-CVaR,2021-02-01,AMGN,0.0
Combined Mean-CVaR,2021-02-01,AMT,0.0
Combined Mean-CVaR,2021-02-01,BA,0.0
Combined Mean-CVaR,2021-02-01,BCH-USD,0.0
Combined Mean-CVaR,2021-02-01,BTC-USD,0.0
Combined Mean-CVaR,2021-02-01,CAT,0.0
Combined Mean-CVaR,2021-02-01,CCI,0.0
Combined Mean-CVaR,2021-02-01,CMCSA,0.0
Combined Mean-CVaR,2021-02-01,COP,0.0
Combined Mean-CVaR,2021-02-01,CVX,0.0
Combined Mean-CVaR,2021-02-01,D,0.0
Combined Mean-CVaR,2021-02-01,DD,0.0
Combined Mean-CVaR,2021-02-01,DIS,0.0
Combined Mean-CVaR,2021-02-01,DOW,0.0
Combined Mean-CVaR,2021-02-01,DUK,0.0
Combined Mean-CVaR,2021-02-01,EA,0.0
Combined Mean-CVaR,2021-02-01,EOS-USD,0.0
Combined Mean-CVaR,2021-02-01,ETC-USD,0.0
Combined Mean-CVaR,2021-02-01,ETH-USD,0.0
Combined Mean-CVaR,2021-02-01,GE,0.0
Combined Mean-CVaR,2021-02-01,GILD,0.005013417711888349
Combined Mean-CVaR,2021-02-01,GS,0.0
Combined Mean-CVaR,2021-02-01,INTC,0.0
Combined Mean-CVaR,2021-02-01,KO,0.0
Combined Mean-CVaR,2021-02-01,LTC-USD,0.0
Combined Mean-CVaR,2021-02-01,MMM,0.12763148480358025
Combined Mean-CVaR,2021-02-01,MRK,0.29854007086124745
Combined Mean-CVaR,2021-02-01,MS,0.0
Combined Mean-CVaR,2021-02-01,NEE,0.0
Combined Mean-CVaR,2021-02-01,NEM,0.11629325383446644
Combined Mean-CVaR,2021-02-01,NKE,0.0
Combined Mean-CVaR,2021-02-01,NUE,0.0
Combined Mean-CVaR,2021-02-01,NVDA,0.0
Combined Mean-CVaR,2021-02-01,O,0.0
Combined Mean-CVaR,2021-02-01,OXY,0.0
Combined Mean-CVaR,2021-02-01,PLD,0.0
Combined Mean-CVaR,2021-02-01,PSA,0.0
Combined Mean-CVaR,2021-02-01,QCOM,0.0
Combined Mean-CVaR,2021-02-01,SBUX,0.0
Combined Mean-CVaR,2021-02-01,SHW,0.0
Combined Mean-CVaR,2021-02-01,SLB,0.0
Combined Mean-CVaR,2021-02-01,SO,0.0
Combined Mean-CVaR,2021-02-01,T,0.0
Combined Mean-CVaR,2021-02-01,TMUS,0.0
Combined Mean-CVaR,2021-02-01,TRX-USD,0.005165920347307839
Combined Mean-CVaR,2021-02-01,TTWO,0.11704178727364517
Combined Mean-CVaR,2021-02-01,UPS,0.0
Combined Mean-CVaR,2021-02-01,USB,0.0
Combined Mean-CVaR,2021-02-01,V,0.0
Combined Mean-CVaR,2021-02-01,WFC,0.0
Combined Mean-CVaR,2021-02-01,WMT,0.3303140651678646
Combined Mean-CVaR,2021-02-01,XLM-USD,0.0
Combined Mean-CVaR,2021-02-01,XOM,0.0
Combined Mean-CVaR,2021-02-01,XRP-USD,0.0
Combined Mean-CVaR,2021-03-01,ABBV,0.0
Combined Mean-CVaR,2021-03-01,ABT,0.0
Combined Mean-CVaR,2021-03-01,ADA-USD,0.0
Combined Mean-CVaR,2021-03-01,ADBE,0.0
Combined Mean-CVaR,2021-03-01,AEP,0.0
Combined Mean-CVaR,2021-03-01,AMD,0.0
Combined Mean-CVaR,2021-03-01,AMGN,0.0
Combined Mean-CVaR,2021-03-01,AMT,0.0
Combined Mean-CVaR,2021-03-01,BA,0.0
Combined Mean-CVaR,2021-03-01,BCH-USD,0.0
Combined Mean-CVaR,2021-03-01,BTC-USD,0.0
Combined Mean-CVaR,2021-03-01,CAT,0.0
Combined Mean-CVaR,2021-03-01,CCI,0.0
Combined Mean-CVaR,2021-03-01,CMCSA,0.0
Combined Mean-CVaR,2021-03-01,COP,0.0
Combined Mean-CVaR,2021-03-01,CVX,0.0
Combined Mean-CVaR,2021-03-01,D,0.0
Combined Mean-CVaR,2021-03-01,DD,0.0
Combined Mean-CVaR,2021-03-01,DIS,0.0
Combined Mean-CVaR,2021-03-01,DOW,0.0
Combined Mean-CVaR,2021-03-01,DUK,0.0
Combined Mean-CVaR,2021-03-01,EA,0.0
Combined Mean-CVaR,2021-03-01,EOS-USD,0.0
Combined Mean-CVaR,2021-03-01,ETC-USD,0.0
Combined Mean-CVaR,2021-03-01,ETH-USD,0.0
Combined Mean-CVaR,2021-03-01,GE,0.0
Combined Mean-CVaR,2021-03-01,GILD,0.00417702319913232
Combined Mean-CVaR,2021-03-01,GS,0.0
Combined Mean-CVaR,2021-03-01,INTC,0.0
Combined Mean-CVaR,2021-03-01,KO,0.0
Combined Mean-CVaR,2021-03-01,LTC-USD,0.0
Combined Mean-CVaR,2021-03-01,MMM,0.1249752898351493
Combined Mean-CVaR,2021-03-01,MRK,0.2855210817813556
Combined Mean-CVaR,2021-03-01,MS,0.0
Combined Mean-CVaR,2021-03-01,NEE,0.0
Combined Mean-CVaR,2021-03-01,NEM,0.10033662363857467
Combined Mean-CVaR,2021-03-01,NKE,0.0
Combined Mean-CVaR,2021-03-01,NUE,0.0
Combined Mean-CVaR,2021-03-01,NVDA,0.0
Combined Mean-CVaR,2021-03-01,O,0.0
Combined Mean-CVaR,2021-03-01,OXY,0.0
Combined Mean-CVaR,2021-03-01,PLD,0.0
Combined Mean-CVaR,2021-03-01,PSA,0.01690815451639644
Combined Mean-CVaR,2021-03-01,QCOM,0.0
Combined Mean-CVaR,2021-03-01,SBUX,0.0
Combined Mean-CVaR,2021-03-01,SHW,0.0
Combined Mean-CVaR,2021-03-01,SLB,0.0
Combined Mean-CVaR,2021-03-01,SO,0.0
Combined Mean-CVaR,2021-03-01,T,0.0
Combined Mean-CVaR,2021-03-01,TMUS,0.0
Combined Mean-CVaR,2021-03-01,TRX-USD,0.007865961245966682
Combined Mean-CVaR,2021-03-01,TTWO,0.12478467827936154
Combined Mean-CVaR,2021-03-01,UPS,0.0
Combined Mean-CVaR,2021-03-01,USB,0.0
Combined Mean-CVaR,2021-03-01,V,0.0
Combined Mean-CVaR,2021-03-01,WFC,0.0
Combined Mean-CVaR,2021-03-01,WMT,0.33543118750406353
Combined Mean-CVaR,2021-03-01,XLM-USD,0.0
Combined Mean-CVaR,2021-03-01,XOM,0.0
Combined Mean-CVaR,2021-03-01,XRP-USD,0.0
Combined Mean-CVaR,2021-04-01,ABBV,0.0
Combined Mean-CVaR,2021-04-01,ABT,0.0
Combined Mean-CVaR,2021-04-01,ADA-USD,0.0
Combined Mean-CVaR,2021-04-01,ADBE,0.0
Combined Mean-CVaR,2021-04-01,AEP,0.0
Combined Mean-CVaR,2021-04-01,AMD,0.0
Combined Mean-CVaR,2021-04-01,AMGN,0.0
Combined Mean-CVaR,2021-04-01,AMT,0.0
Combined Mean-CVaR,2021-04-01,BA,0.0
Combined Mean-CVaR,2021-04-01,BCH-USD,0.0
Combined Mean-CVaR,2021-04-01,BTC-USD,0.0
Combined Mean-CVaR,2021-04-01,CAT,0.0
Combined Mean-CVaR,2021-04-01,CCI,0.0
Combined Mean-CVaR,2021-04-01,CMCSA,0.0
Combined Mean-CVaR,2021-04-01,COP,0.0
Combined Mean-CVaR,2021-04-01,CVX,0.0
Combined Mean-CVaR,2021-04-01,D,0.0
Combined Mean-CVaR,2021-04-01,DD,0.0
Combined Mean-CVaR,2021-04-01,DIS,0.0
Combined Mean-CVaR,2021-04-01,DOW,0.0
Combined Mean-CVaR,2021-04-01,DUK,0.0
Combined Mean-CVaR,2021-04-01,EA,0.0
Combined Mean-CVaR,2021-04-01,EOS-USD,0.0
Combined Mean-CVaR,2021-04-01,ETC-USD,0.0
Combined Mean-CVaR,2021-04-01,ETH-USD,0.0
Combined Mean-CVaR,2021-04-01,GE,0.0
Combined Mean-CVaR,2021-04-01,GILD,0.002494516457529629
Combined Mean-CVaR,2021-04-01,GS,0.0
Combined Mean-CVaR,2021-04-01,INTC,0.0
Combined Mean-CVaR,2021-04-01,KO,0.0
Combined Mean-CVaR,2021-04-01,LTC-USD,0.0
Combined Mean-CVaR,2021-04-01,MMM,0.12260618507678225
Combined Mean-CVaR,2021-04-01,MRK,0.28393701896658996
Combined Mean-CVaR,2021-04-01,MS,0.0
Combined Mean-CVaR,2021-04-01,NEE,0.0
Combined Mean-CVaR,2021-04-01,NEM,0.09712603697812443
Combined Mean-CVaR,2021-04-01,NKE,0.0
Combined Mean-CVaR,2021-04-01,NUE,0.0
Combined Mean-CVaR,2021-04-01,NVDA,0.0
Combined Mean-CVaR,2021-04-01,O,0.0
Combined Mean-CVaR,2021-04-01,OXY,0.0
Combined Mean-CVaR,2021-04-01,PLD,0.0
Combined Mean-CVaR,2021-04-01,PSA,0.021920834329242488
Combined Mean-CVaR,2021-04-01,QCOM,0.0
Combined Mean-CVaR,2021-04-01,SBUX,0.0
Combined Mean-CVaR,2021-04-01,SHW,0.0
Combined Mean-CVaR,2021-04-01,SLB,0.0
Combined Mean-CVaR,2021-04-01,SO,0.0
Combined Mean-CVaR,2021-04-01,T,0.0
Combined Mean-CVaR,2021-04-01,TMUS,0.0
Combined Mean-CVaR,2021-04-01,TRX-USD,0.008136469060879819
Combined Mean-CVaR,2021-04-01,TTWO,0.12459235330893052
Combined Mean-CVaR,2021-04-01,UPS,0.0
Combined Mean-CVaR,2021-04-01,USB,0.0
Combined Mean-CVaR,2021-04-01,V,0.0
Combined Mean-CVaR,2021-04-01,WFC,0.0
Combined Mean-CVaR,2021-04-01,WMT,0.3391865858219209
Combined Mean-CVaR,2021-04-01,XLM-USD,0.0
Combined Mean-CVaR,2021-04-01,XOM,0.0
Combined Mean-CVaR,2021-04-01,XRP-USD,0.0
Combined Mean-CVaR,2021-05-03,ABBV,0.0
Combined Mean-CVaR,2021-05-03,ABT,0.0
Combined Mean-CVaR,2021-05-03,ADA-USD,0.0
Combined Mean-CVaR,2021-05-03,ADBE,0.0
Combined Mean-CVaR,2021-05-03,AEP,0.0
Combined Mean-CVaR,2021-05-03,AMD,0.0
Combined Mean-CVaR,2021-05-03,AMGN,0.0
Combined Mean-CVaR,2021-05-03,AMT,0.0
Combined Mean-CVaR,2021-05-03,BA,0.0
Combined Mean-CVaR,2021-05-03,BCH-USD,0.0
Combined Mean-CVaR,2021-05-03,BTC-USD,0.0
Combined Mean-CVaR,2021-05-03,CAT,0.0
Combined Mean-CVaR,2021-05-03,CCI,0.0
Combined Mean-CVaR,2021-05-03,CMCSA,0.0
Combined Mean-CVaR,2021-05-03,COP,0.0
Combined Mean-CVaR,2021-05-03,CVX,0.0
Combined Mean-CVaR,2021-05-03,D,0.0
Combined Mean-CVaR,2021-05-03,DD,0.0
Combined Mean-CVaR,2021-05-03,DIS,0.0
Combined Mean-CVaR,2021-05-03,DOW,0.0
Combined Mean-CVaR,2021-05-03,DUK,0.0
Combined Mean-CVaR,2021-05-03,EA,0.0
Combined Mean-CVaR,2021-05-03,EOS-USD,0.0
Combined Mean-CVaR,2021-05-03,ETC-USD,0.0
Combined Mean-CVaR,2021-05-03,ETH-USD,0.0
Combined Mean-CVaR,2021-05-03,GE,0.0
Combined Mean-CVaR,2021-05-03,GILD,0.002494516457525511
Combined Mean-CVaR,2021-05-03,GS,0.0
Combined Mean-CVaR,2021-05-03,INTC,0.0
Combined Mean-CVaR,2021-05-03,KO,0.0
Combined Mean-CVaR,2021-05-03,LTC-USD,0.0
Combined Mean-CVaR,2021-05-03,MMM,0.12260618507678896
Combined Mean-CVaR,2021-05-03,MRK,0.2839370189665974
Combined Mean-CVaR,2021-05-03,MS,0.0
Combined Mean-CVaR,2021-05-03,NEE,0.0
Combined Mean-CVaR,2021-05-03,NEM,0.0971260369781257
Combined Mean-CVaR,2021-05-03,NKE,0.0
Combined Mean-CVaR,2021-05-03,NUE,0.0
Combined Mean-CVaR,2021-05-03,NVDA,0.0
Combined Mean-CVaR,2021-05-03,O,0.0
Combined Mean-CVaR,2021-05-03,OXY,0.0
Combined Mean-CVaR,2021-05-03,PLD,0.0
Combined Mean-CVaR,2021-05-03,PSA,0.02192083432922677
Combined Mean-CVaR,2021-05-03,QCOM,0.0
Combined Mean-CVaR,2021-05-03,SBUX,0.0
Combined Mean-CVaR,2021-05-03,SHW,0.0
Combined Mean-CVaR,2021-05-03,SLB,0.0
Combined Mean-CVaR,2021-05-03,SO,0.0
Combined Mean-CVaR,2021-05-03,T,0.0
Combined Mean-CVaR,2021-05-03,TMUS,0.0
Combined Mean-CVaR,2021-05-03,TRX-USD,0.00813646906088133
Combined Mean-CVaR,2021-05-03,TTWO,0.12459235330892855
Combined Mean-CVaR,2021-05-03,UPS,0.0
Combined Mean-CVaR,2021-05-03,USB,0.0
Combined Mean-CVaR,2021-05-03,V,0.0
Combined Mean-CVaR,2021-05-03,WFC,0.0
Combined Mean-CVaR,2021-05-03,WMT,0.33918658582192596
Combined Mean-CVaR,2021-05-03,XLM-USD,0.0
Combined Mean-CVaR,2021-05-03,XOM,0.0
Combined Mean-CVaR,2021-05-03,XRP-USD,0.0
Combined Mean-CVaR,2021-06-01,ABBV,0.0
Combined Mean-CVaR,2021-06-01,ABT,0.0
Combined Mean-CVaR,2021-06-01,ADA-USD,0.0
Combined Mean-CVaR,2021-06-01,ADBE,0.0
Combined Mean-CVaR,2021-06-01,AEP,0.0
Combined Mean-CVaR,2021-06-01,AMD,0.0
Combined Mean-CVaR,2021-06-01,AMGN,0.0
Combined Mean-CVaR,2021-06-01,AMT,0.0
Combined Mean-CVaR,2021-06-01,BA,0.0
Combined Mean-CVaR,2021-06-01,BCH-USD,0.0
Combined Mean-CVaR,2021-06-01,BTC-USD,0.0
Combined Mean-CVaR,2021-06-01,CAT,0.0
Combined Mean-CVaR,2021-06-01,CCI,0.0
Combined Mean-CVaR,2021-06-01,CMCSA,0.0
Combined Mean-CVaR,2021-06-01,COP,0.0
Combined Mean-CVaR,2021-06-01,CVX,0.0
Combined Mean-CVaR,2021-06-01,D,0.0
Combined Mean-CVaR,2021-06-01,DD,0.0
