fund,date,daily_return
Combined Equal-Weight,2022-12-05,-0.014665870362620128
Combined Equal-Weight,2022-12-06,-0.009217703200675515
Combined Equal-Weight,2022-12-07,-0.004218368396410738
Combined Equal-Weight,2022-12-08,0.009516938329560376
Combined Equal-Weight,2022-12-09,-0.009422793287027822
Combined Equal-Weight,2022-12-12,0.013429631001319246
Combined Equal-Weight,2022-12-13,0.01112670271869061
Combined Equal-Weight,2022-12-14,-0.009161190736121408
Combined Equal-Weight,2022-12-15,-0.021888844095310084
Combined Equal-Weight,2022-12-16,-0.021319753226927002
Combined Equal-Weight,2022-12-19,-0.010728852442311063
Combined Equal-Weight,2022-12-20,0.00870012313657669
Combined Equal-Weight,2022-12-21,0.014259856269343464
Combined Equal-Weight,2022-12-22,-0.008621359750384588
Combined Equal-Weight,2022-12-23,0.0062776444668217425
Combined Equal-Weight,2022-12-27,-0.0017391378059759656
Combined Equal-Weight,2022-12-28,-0.01518677672705094
Combined Equal-Weight,2022-12-29,0.011231947956177225
Combined Equal-Weight,2022-12-30,-0.0014994889775808392
Combined Equal-Weight,2023-01-03,0.001424910863188168
