asset_class,n_obs,mean,std,min,max,skew,kurtosis,periods_per_year,annualised_mean,annualised_std
Equity,50250,0.0005941774772941515,0.02304460541319424,-0.5201379648635512,0.3369776129990134,-0.055072628865092205,16.29681178640242,252,0.14973272427812617,0.3658217699095489
Crypto,14600,0.0022267345092331975,0.05199294766113721,-0.4295601601954183,0.7492442836546367,1.0637558753379386,18.60094170614106,365,0.812758095870117,0.9933238703314342
